date,HK_airport_entry,CN_airport_entry,global_airport_entry,airport_entry,HK_airport_departure,CN_airport_departure,global_airport_departure,airport_departure
2019-04-04,29331,15048,32239,76618,48963,11905,21276,82144
2019-04-05,26473,15022,28019,69514,36156,10175,21923,68254
2019-04-06,33868,11514,25451,70833,26966,12658,25204,64828
2019-04-07,51416,13499,22178,87093,29332,16547,33015,78894
2019-04-18,37783,12809,27943,78535,80346,6535,17371,104252
2019-04-19,32979,12242,30750,75971,73456,7406,21236,102098
2019-04-20,43572,12896,25898,82366,44172,10732,28831,83735
2019-04-21,59308,11766,23072,94146,39595,12921,34322,86838
2019-04-22,82658,7251,17195,107104,45399,9743,28011,83153
2019-04-30,35253,18469,25397,79119,25858,23605,27297,76760
2019-05-01,35782,20271,28085,84138,31266,20266,27935,79467
2019-05-02,25793,18458,27307,71558,24758,12761,24278,61797
2019-05-03,21716,19456,27771,68943,27917,15539,26252,69708
2019-05-04,23936,27260,25096,76292,25189,19613,28495,73297
2019-05-05,34679,24310,23717,82706,26117,15943,33975,76035
2019-05-11,27788,13946,22122,63856,48047,11291,21425,80763
2019-05-12,33832,12382,19602,65816,37741,15363,26262,79366
2019-05-13,57982,11824,19576,89382,34117,12504,21855,68476
2019-06-07,29192,16494,27712,73398,44046,10497,21641,76184
2019-06-08,36398,12210,22462,71070,30589,11664,25156,67409
2019-06-09,56811,14388,20219,91418,30351,16966,34586,81903
2019-06-29,37398,17109,23204,77711,54954,11744,19899,86597
2019-06-30,43250,15320,18794,77364,44710,15450,24963,85123
2019-07-01,59866,12074,16728,88668,37017,11836,22266,71119
2019-09-12,30117,7169,15287,52573,31514,7130,13718,52362
2019-09-13,23125,6705,14182,44012,35807,4900,12628,53335
2019-09-14,20395,4664,12938,37997,32003,4499,11644,48146
2019-09-15,37821,8445,17401,63667,30257,7053,15846,53156
2019-09-28,30377,8744,10799,49920,41178,13316,15073,69567
2019-09-29,34954,7386,8907,51247,27268,13238,16694,57200
2019-09-30,36897,9642,10027,56566,22038,23249,14243,59530
2019-10-01,43552,8315,8491,60358,18262,25924,11451,55637
2019-10-02,33408,9835,12548,55791,21346,16219,10210,47775
2019-10-03,23436,12830,15228,51494,27518,9663,10216,47397
2019-10-04,23810,16666,14272,54748,47974,7796,10211,65981
2019-10-05,24119,20943,13675,58737,45474,8553,10611,64638
2019-10-06,26678,28942,13253,68873,33739,10036,12880,56655
2019-10-07,46464,29626,12379,88469,28561,8097,10192,46850
2019-12-21,34643,8904,17560,61107,71827,4102,11322,87251
2019-12-22,37576,7477,16617,61670,60705,5050,13283,79038
2019-12-23,33497,7607,18021,59125,56357,4638,13002,73997
2019-12-24,31465,5541,17399,54405,61634,3685,9656,74975
2019-12-25,36967,4956,18860,60783,58138,3320,10775,72233
2019-12-26,47191,4930,18714,70835,44335,3702,15898,63935
2019-12-27,45092,5647,18949,69688,49396,4516,14751,68663
2019-12-28,52705,5088,20784,78577,39197,5306,15715,60218
2019-12-29,68857,4043,15071,87971,34214,5197,18618,58029
2019-12-30,58966,4999,18078,82043,27989,4963,17085,50037
2019-12-31,58757,4109,14087,76953,26654,5183,14984,46821
2020-01-01,66624,3733,11409,81766,28618,4677,19370,52665
2020-01-24,20724,9124,14116,43964,74876,4451,7242,86569
2020-01-25,14907,8489,10953,34349,58711,5326,7335,71372
2020-01-26,22646,10955,7522,41123,47580,7870,8813,64263
2020-01-27,36215,10309,6764,53288,41316,8203,11319,60838
2020-01-28,54491,7187,5422,67100,41100,8306,12151,61557
2020-01-29,50292,9196,5871,65359,33880,7550,10514,51944
2020-01-30,46214,9907,5530,61651,31072,7122,9882,48076
2020-01-31,49093,7817,5089,61999,28231,5737,7599,41567
2020-02-01,55976,5703,4567,66246,28798,5072,8046,41916
2020-02-02,59083,4649,3762,67494,25570,4360,6898,36828
2020-02-03,41208,6996,3846,52050,21704,3596,5428,30728
2020-02-04,31173,6317,3647,41137,20187,3550,4471,28208
2020-02-05,24832,6041,3592,34465,22297,2591,4404,29292
2020-02-06,21261,5728,3478,30467,22252,2512,4222,28986
2020-02-07,19694,5563,3556,28813,21417,2735,4012,28164
2020-02-08,17956,943,3070,21969,20163,1127,3253,24543
2020-02-09,22077,913,2591,25581,17782,971,3200,21953
2020-02-10,17139,766,2037,19942,15550,535,3219,19304
2020-02-11,14663,647,2107,17417,12645,481,2556,15682
2020-02-12,14221,619,1725,16565,13637,471,2358,16466
2020-02-13,11620,638,1938,14196,15259,453,2150,17862
2020-02-14,11246,584,2015,13845,15770,477,2012,18259
2020-02-15,14097,692,2098,16887,14575,390,2064,17029
2020-02-16,18422,650,1848,20920,12257,349,2524,15130
2020-02-17,13748,532,1876,16156,10210,212,2018,12440
2020-02-18,12068,479,1862,14409,8900,266,1722,10888
2020-02-19,10612,462,1789,12863,10048,214,1582,11844
2020-02-20,10398,525,1730,12653,11622,280,1944,13846
2020-02-21,9821,539,2007,12367,12942,356,1749,15047
2020-02-22,11096,530,2030,13656,10534,247,1888,12669
2020-02-23,15891,537,2009,18437,9225,296,2141,11662
2020-02-24,12267,451,1792,14510,8041,231,1919,10191
2020-02-25,10734,414,1471,12619,7458,181,1574,9213
2020-02-26,9882,410,1484,11776,7629,212,1521,9362
2020-02-27,9177,512,1780,11469,9051,168,1501,10720
2020-02-28,9205,369,1767,11341,10755,255,1747,12757
2020-02-29,11818,870,1893,14581,9860,230,1688,11778
2020-03-01,14584,1122,2461,18167,9115,354,1850,11319
2020-03-02,10261,732,1935,12928,6755,206,1314,8275
2020-03-03,7960,734,1923,10617,6684,190,1349,8223
2020-03-04,7590,772,1847,10209,7170,213,1123,8506
2020-03-05,7074,673,1749,9496,8141,190,1289,9620
2020-03-06,7474,705,1877,10056,8746,215,1150,10111
2020-03-07,8659,795,1919,11373,7316,216,1398,8930
2020-03-08,12538,730,1833,15101,6371,276,1376,8023
2020-03-09,8304,706,1623,10633,4721,139,970,5830
2020-03-10,7051,663,1531,9245,3802,142,914,4858
2020-03-11,7610,838,1539,9987,3443,205,841,4489
2020-03-12,6416,944,1426,8786,4050,152,995,5197
2020-03-13,6758,1075,1401,9234,4435,269,1044,5748
2020-03-14,7513,1435,1587,10535,3764,214,996,4974
2020-03-15,10027,1558,1950,13535,2516,315,863,3694
2020-03-16,8498,1662,2038,12198,2117,382,896,3395
2020-03-17,7472,1702,1272,10446,1483,339,666,2488
2020-03-18,9616,2027,1309,12952,1041,337,615,1993
2020-03-19,6138,37,596,6771,1110,160,519,1789
2020-03-20,6427,44,603,7074,1190,54,445,1689
2020-03-21,6547,43,526,7116,844,39,320,1203
2020-03-22,5596,33,566,6195,659,49,228,936
2020-03-23,4536,30,529,5095,514,34,208,756
2020-03-24,3488,73,855,4416,577,21,260,858
2020-03-25,4053,6,158,4217,629,21,236,886
2020-03-26,3303,6,126,3435,436,20,138,594
2020-03-27,2903,4,178,3085,1030,46,238,1314
2020-03-28,3744,7,175,3926,691,51,162,904
2020-03-29,2616,6,215,2837,301,25,77,403
2020-03-30,1924,7,138,2069,346,10,92,448
2020-03-31,1406,9,119,1534,569,20,142,731
2020-04-01,1144,5,34,1183,526,36,86,648
2020-04-02,662,4,9,675,269,21,59,349
2020-04-03,979,6,24,1009,610,38,87,735
2020-04-04,812,3,15,830,403,20,51,474
2020-04-05,806,0,7,813,284,10,71,365
2020-04-06,833,2,13,848,185,13,43,241
2020-04-07,347,4,16,367,217,14,43,274
2020-04-08,835,6,24,865,361,14,59,434
2020-04-09,439,0,17,456,189,3,39,231
2020-04-10,811,9,39,859,503,20,74,597
2020-04-11,220,0,8,228,195,4,33,232
2020-04-12,544,4,24,572,352,30,54,436
2020-04-13,395,1,18,414,71,6,28,105
2020-04-14,430,7,10,447,150,10,50,210
2020-04-15,481,2,16,499,331,12,60,403
2020-04-16,397,1,19,417,147,15,24,186
2020-04-17,820,6,20,846,507,15,80,602
2020-04-18,373,9,14,396,336,19,67,422
2020-04-19,452,2,13,467,273,2,44,319
2020-04-20,460,6,20,486,190,26,25,241
2020-04-21,324,3,22,349,86,3,28,117
2020-04-22,561,2,29,592,243,6,57,306
2020-04-23,241,2,19,262,179,13,59,251
2020-04-24,817,0,26,843,374,5,63,442
2020-04-25,378,7,20,405,241,13,41,295
2020-04-26,421,1,20,442,333,18,35,386
2020-04-27,411,2,10,423,125,1,22,148
2020-04-28,464,0,64,528,160,1,50,211
2020-04-29,814,4,15,833,341,6,44,391
2020-04-30,747,5,48,800,254,17,31,302
2020-05-01,837,4,24,865,533,6,98,637
2020-05-02,452,6,39,497,352,4,72,428
2020-05-03,713,1,26,740,212,6,44,262
2020-05-04,770,10,19,799,251,4,161,416
2020-05-05,372,3,11,386,138,2,24,164
2020-05-06,496,4,13,513,313,9,30,352
2020-05-07,301,5,5,311,143,3,8,154
2020-05-08,1249,13,35,1297,371,9,49,429
2020-05-09,560,6,63,629,260,14,28,302
2020-05-10,923,7,41,971,254,7,42,303
2020-05-11,797,7,30,834,195,8,25,228
2020-05-12,452,5,33,490,146,7,34,187
2020-05-13,600,13,24,637,368,10,77,455
2020-05-14,597,3,32,632,187,2,41,230
2020-05-15,939,3,31,973,251,3,60,314
2020-05-16,891,13,149,1053,337,5,77,419
2020-05-17,873,6,55,934,221,7,61,289
2020-05-18,997,6,39,1042,261,9,62,332
2020-05-19,385,0,14,399,144,2,18,164
2020-05-20,787,5,20,812,230,8,26,264
2020-05-21,474,8,30,512,147,8,32,187
2020-05-22,1089,7,31,1127,336,4,55,395
2020-05-23,534,5,102,641,202,12,35,249
2020-05-24,1048,10,38,1096,237,9,40,286
2020-05-25,673,6,46,725,156,4,23,183
2020-05-26,543,2,37,582,252,3,53,308
2020-05-27,485,4,21,510,331,9,149,489
2020-05-28,661,2,29,692,195,7,71,273
2020-05-29,923,4,22,949,264,2,65,331
2020-05-30,599,7,35,641,414,7,48,469
2020-05-31,839,8,41,888,191,4,38,233
2020-06-01,760,9,61,830,253,1,40,294
2020-06-02,1150,4,52,1206,367,2,110,479
2020-06-03,918,5,40,963,404,12,120,536
2020-06-04,952,6,36,994,440,5,80,525
2020-06-05,1073,4,42,1119,633,10,78,721
2020-06-06,527,7,46,580,390,22,186,598
2020-06-07,1083,3,44,1130,520,9,120,649
2020-06-08,786,14,102,902,235,17,44,296
2020-06-09,559,12,30,601,374,22,44,440
2020-06-10,570,3,15,588,330,15,199,544
2020-06-11,626,4,19,649,341,10,36,387
2020-06-12,1082,7,72,1161,482,5,92,579
2020-06-13,732,4,54,790,331,14,62,407
2020-06-14,970,3,50,1023,550,16,80,646
2020-06-15,877,7,75,959,280,12,58,350
2020-06-16,928,4,42,974,477,19,51,547
2020-06-17,846,11,40,897,243,8,35,286
2020-06-18,708,0,34,742,438,6,95,539
2020-06-19,1022,2,86,1110,641,5,180,826
2020-06-20,972,12,54,1038,392,5,51,448
2020-06-21,1385,5,71,1461,742,27,78,847
2020-06-22,592,7,64,663,211,4,36,251
2020-06-23,1179,9,34,1222,429,18,54,501
2020-06-24,738,3,55,796,547,6,44,597
2020-06-25,815,2,46,863,716,11,68,795
2020-06-26,1077,8,57,1142,640,13,85,738
2020-06-27,1024,1,53,1078,625,15,138,778
2020-06-28,928,5,69,1002,874,1,103,978
2020-06-29,554,5,34,593,336,4,108,448
2020-06-30,1221,7,82,1310,730,5,62,797
2020-07-01,682,3,58,743,1022,20,82,1124
2020-07-02,1017,5,75,1097,880,23,60,963
2020-07-03,1145,7,71,1223,1054,17,87,1158
2020-07-04,1068,13,57,1138,809,9,133,951
2020-07-05,1276,6,48,1330,994,14,151,1159
2020-07-06,843,4,46,893,312,2,110,424
2020-07-07,1044,8,36,1088,819,18,81,918
2020-07-08,1091,11,76,1178,774,5,197,976
2020-07-09,661,9,44,714,727,21,84,832
2020-07-10,1298,2,105,1405,852,29,96,977
2020-07-11,1248,13,75,1336,791,19,92,902
2020-07-12,1105,10,79,1194,1114,61,109,1284
2020-07-13,731,9,55,795,326,30,62,418
2020-07-14,768,8,55,831,1082,66,84,1232
2020-07-15,1035,3,58,1096,880,20,74,974
2020-07-16,516,3,28,547,706,24,36,766
2020-07-17,1073,7,82,1162,1209,51,72,1332
2020-07-18,693,12,45,750,1074,65,69,1208
2020-07-19,912,2,42,956,1428,73,109,1610
2020-07-20,605,2,27,634,794,41,113,948
2020-07-21,728,3,49,780,1501,95,72,1668
2020-07-22,1089,3,47,1139,1064,41,68,1173
2020-07-23,453,5,11,469,1165,32,195,1392
2020-07-24,1069,5,42,1116,1386,56,101,1543
2020-07-25,577,6,21,604,1280,68,55,1403
2020-07-26,759,4,49,812,1653,85,73,1811
2020-07-27,517,5,25,547,575,33,42,650
2020-07-28,869,10,47,926,1379,62,84,1525
2020-07-29,333,0,23,356,1143,28,53,1224
2020-07-30,250,3,20,273,779,23,36,838
2020-07-31,568,3,65,636,1681,57,98,1836
2020-08-01,571,5,11,587,1800,80,82,1962
2020-08-02,674,3,46,723,1663,59,96,1818
2020-08-03,416,2,14,432,883,24,112,1019
2020-08-04,693,3,34,730,1440,61,91,1592
2020-08-05,683,3,40,726,857,27,42,926
2020-08-06,373,3,20,396,1195,32,99,1326
2020-08-07,672,5,46,723,1312,32,117,1461
2020-08-08,646,5,22,673,1594,65,56,1715
2020-08-09,621,10,28,659,1522,47,84,1653
2020-08-10,528,10,22,560,749,19,78,846
2020-08-11,798,2,33,833,988,23,57,1068
2020-08-12,388,7,21,416,922,24,43,989
2020-08-13,532,2,16,550,1179,15,61,1255
2020-08-14,793,3,49,845,1565,23,88,1676
2020-08-15,745,5,39,789,1636,44,195,1875
2020-08-16,786,11,21,818,1595,35,74,1704
2020-08-17,690,6,22,718,913,15,32,960
2020-08-18,435,0,14,449,1253,19,48,1320
2020-08-19,501,1,21,523,870,10,33,913
2020-08-20,712,1,29,742,1260,6,54,1320
2020-08-21,722,10,25,757,1681,27,184,1892
2020-08-22,570,1,12,583,1530,26,48,1604
2020-08-23,865,10,48,923,1790,27,60,1877
2020-08-24,611,8,9,628,1045,22,81,1148
2020-08-25,433,9,10,452,1498,19,91,1608
2020-08-26,588,2,30,620,1002,10,56,1068
2020-08-27,628,4,13,645,1292,3,49,1344
2020-08-28,795,9,35,839,1624,13,82,1719
2020-08-29,805,4,17,826,1912,42,224,2178
2020-08-30,1031,9,32,1072,1645,10,57,1712
2020-08-31,616,2,14,632,1921,6,40,1967
2020-09-01,545,4,22,571,1956,18,57,2031
2020-09-02,735,6,37,778,1647,26,40,1713
2020-09-03,622,4,15,641,1466,12,28,1506
2020-09-04,1231,5,32,1268,1377,16,41,1434
2020-09-05,1046,11,28,1085,1900,40,70,2010
2020-09-06,1093,5,51,1149,1633,31,69,1733
2020-09-07,614,5,19,638,1242,5,39,1286
2020-09-08,1030,9,45,1084,1378,27,46,1451
2020-09-09,916,9,24,949,1181,18,115,1314
2020-09-10,688,4,15,707,1199,11,37,1247
2020-09-11,1166,7,44,1217,1430,9,56,1495
2020-09-12,959,15,39,1013,1457,40,46,1543
2020-09-13,1351,9,49,1409,1426,29,60,1515
2020-09-14,656,4,26,686,866,8,38,912
2020-09-15,754,7,40,801,1340,18,64,1422
2020-09-16,799,10,30,839,1065,17,47,1129
2020-09-17,650,5,21,676,1276,6,42,1324
2020-09-18,822,4,41,867,1336,5,41,1382
2020-09-19,1306,11,31,1348,1544,25,36,1605
2020-09-20,1171,9,43,1223,1292,21,48,1361
2020-09-21,740,1,17,758,1110,5,23,1138
2020-09-22,740,2,21,763,1109,22,57,1188
2020-09-23,884,1,39,924,891,11,60,962
2020-09-24,604,3,14,621,1255,6,37,1298
2020-09-25,885,3,42,930,1358,13,51,1422
2020-09-26,1100,18,12,1130,1382,47,27,1456
2020-09-27,1315,3,37,1355,1213,8,52,1273
2020-09-28,965,4,35,1004,1019,12,40,1071
2020-09-29,1224,11,30,1265,1303,20,75,1398
2020-09-30,1678,3,28,1709,992,18,49,1059
2020-10-01,898,4,34,936,1147,5,101,1253
2020-10-02,677,4,43,724,960,19,66,1045
2020-10-03,760,4,19,783,1051,21,58,1130
2020-10-04,1030,3,59,1092,846,8,44,898
2020-10-05,731,2,33,766,717,13,34,764
2020-10-06,701,4,24,729,823,23,29,875
2020-10-07,525,1,26,552,621,11,38,670
2020-10-08,798,1,35,834,932,6,53,991
2020-10-09,793,5,37,835,790,45,26,861
2020-10-10,670,4,14,688,1028,30,26,1084
2020-10-11,1304,13,68,1385,940,48,48,1036
2020-10-12,478,10,32,520,545,11,40,596
2020-10-13,422,2,31,455,639,22,27,688
2020-10-14,564,4,30,598,656,21,31,708
2020-10-15,984,3,53,1040,1121,14,64,1199
2020-10-16,1153,5,49,1207,927,30,42,999
2020-10-17,824,8,9,841,996,27,48,1071
2020-10-18,1057,13,52,1122,822,26,38,886
2020-10-19,462,2,31,495,613,8,28,649
2020-10-20,512,5,16,533,842,10,93,945
2020-10-21,770,2,31,803,715,10,78,803
2020-10-22,517,2,34,553,661,7,43,711
2020-10-23,796,2,42,840,953,25,58,1036
2020-10-24,986,7,27,1020,904,9,26,939
2020-10-25,911,14,38,963,953,31,48,1032
2020-10-26,575,3,21,599,542,7,26,575
2020-10-27,534,2,17,553,546,4,28,578
2020-10-28,352,2,23,377,479,11,28,518
2020-10-29,534,6,28,568,731,8,45,784
2020-10-30,890,4,37,931,986,26,57,1069
2020-10-31,776,5,19,800,1262,19,36,1317
2020-11-01,1021,1,47,1069,935,8,39,982
2020-11-02,503,0,25,528,472,9,17,498
2020-11-03,717,14,32,763,1139,20,96,1255
2020-11-04,829,7,33,869,819,6,124,949
2020-11-05,1007,1,30,1038,560,3,84,647
2020-11-06,931,5,40,976,832,10,55,897
2020-11-07,876,8,26,910,738,9,28,775
2020-11-08,1089,4,63,1156,816,22,60,898
2020-11-09,621,0,19,640,379,13,20,412
2020-11-10,952,6,36,994,964,20,36,1020
2020-11-11,1321,2,52,1375,508,8,42,558
2020-11-12,1646,4,61,1711,589,7,74,670
2020-11-13,806,1,26,833,706,8,49,763
2020-11-14,714,3,19,736,885,15,34,934
2020-11-15,969,6,38,1013,1174,30,55,1259
2020-11-16,366,14,17,397,424,13,14,451
2020-11-17,385,4,26,415,611,14,32,657
2020-11-18,609,6,27,642,763,5,86,854
2020-11-19,568,2,30,600,550,5,36,591
2020-11-20,766,12,34,812,976,27,56,1059
2020-11-21,999,3,41,1043,957,21,35,1013
2020-11-22,1044,5,27,1076,904,21,70,995
2020-11-23,452,3,14,469,384,1,36,421
2020-11-24,386,3,19,408,781,15,34,830
2020-11-25,520,4,16,540,625,15,31,671
2020-11-26,708,2,19,729,651,13,41,705
2020-11-27,1007,6,28,1041,1003,24,38,1065
2020-11-28,1039,9,15,1063,971,15,46,1032
2020-11-29,1278,4,33,1315,1338,15,54,1407
2020-11-30,787,0,22,809,679,1,56,736
2020-12-01,746,4,21,771,1344,23,30,1397
2020-12-02,587,1,28,616,918,18,55,991
2020-12-03,841,2,38,881,919,4,34,957
2020-12-04,1258,7,34,1299,1423,23,40,1486
2020-12-05,922,0,18,940,1559,30,39,1628
2020-12-06,1837,6,40,1883,1407,24,55,1486
2020-12-07,1470,2,64,1536,839,9,30,878
2020-12-08,823,4,20,847,1444,30,45,1519
2020-12-09,899,1,43,943,1108,10,73,1191
2020-12-10,793,3,39,835,1307,10,142,1459
2020-12-11,1050,2,57,1109,1514,22,45,1581
2020-12-12,543,4,13,560,1558,17,27,1602
2020-12-13,1012,2,37,1051,1490,28,50,1568
2020-12-14,318,4,21,343,873,15,67,955
2020-12-15,531,10,28,569,1440,38,41,1519
2020-12-16,509,5,24,538,1131,12,50,1193
2020-12-17,622,1,31,654,1224,10,58,1292
2020-12-18,775,7,27,809,1514,25,50,1589
2020-12-19,678,3,16,697,1474,14,40,1528
2020-12-20,1088,6,39,1133,1280,28,50,1358
2020-12-21,231,3,16,250,680,14,25,719
2020-12-22,602,3,21,626,1059,23,24,1106
2020-12-23,371,7,9,387,630,13,42,685
2020-12-24,337,2,23,362,665,6,36,707
2020-12-25,367,1,11,379,787,32,26,845
2020-12-26,186,3,5,194,602,8,29,639
2020-12-27,515,1,27,543,925,16,43,984
2020-12-28,222,2,12,236,595,10,28,633
2020-12-29,408,4,9,421,943,38,31,1012
2020-12-30,648,3,23,674,656,3,48,707
2020-12-31,317,1,17,335,751,5,42,798
2021-01-01,341,0,9,350,803,17,28,848
2021-01-02,363,10,10,383,940,22,33,995
2021-01-03,880,4,36,920,1146,31,44,1221
2021-01-04,445,1,12,458,455,2,41,498
2021-01-05,534,2,17,553,1184,36,49,1269
2021-01-06,591,2,17,610,697,14,42,753
2021-01-07,666,7,23,696,739,9,48,796
2021-01-08,661,1,26,688,1084,30,46,1160
2021-01-09,653,11,6,670,1052,28,50,1130
2021-01-10,912,6,19,937,1243,39,60,1342
2021-01-11,306,0,12,318,536,4,37,577
2021-01-12,436,3,13,452,1247,30,36,1313
2021-01-13,388,1,14,403,838,14,30,882
2021-01-14,431,2,13,446,978,12,73,1063
2021-01-15,532,1,30,563,1220,24,47,1291
2021-01-16,525,10,25,560,1166,16,24,1206
2021-01-17,642,4,29,675,1212,25,30,1267
2021-01-18,337,1,8,346,478,6,17,501
2021-01-19,488,3,15,506,1175,20,53,1248
2021-01-20,538,2,11,551,540,3,21,564
2021-01-21,392,5,18,415,912,31,41,984
2021-01-22,453,1,12,466,709,3,49,761
2021-01-23,466,11,21,498,1008,17,39,1064
2021-01-24,660,5,32,697,1163,11,44,1218
2021-01-25,362,0,8,370,436,3,22,461
2021-01-26,496,3,10,509,814,7,45,866
2021-01-27,591,2,16,609,522,3,32,557
2021-01-28,559,9,10,578,913,11,57,981
2021-01-29,549,0,14,563,723,4,30,757
2021-01-30,467,6,9,482,700,4,23,727
2021-01-31,628,1,23,652,549,8,23,580
2021-02-01,303,1,20,324,458,1,16,475
2021-02-02,428,2,19,449,627,10,42,679
2021-02-03,331,4,12,347,226,2,20,248
2021-02-04,343,4,8,355,574,5,23,602
2021-02-05,439,0,21,460,560,8,34,602
2021-02-06,486,2,20,508,592,2,43,637
2021-02-07,569,7,22,598,557,4,42,603
2021-02-08,202,0,4,206,408,1,14,423
2021-02-09,391,1,8,400,590,5,41,636
2021-02-10,580,3,6,589,409,0,33,442
2021-02-11,288,0,8,296,517,0,16,533
2021-02-12,295,1,14,310,510,3,21,534
2021-02-13,247,0,3,250,410,0,28,438
2021-02-14,519,4,34,557,493,22,25,540
2021-02-15,393,6,12,411,530,11,22,563
2021-02-16,484,9,10,503,957,8,63,1028
2021-02-17,439,2,17,458,636,10,27,673
2021-02-18,508,8,19,535,928,10,114,1052
2021-02-19,511,5,14,530,707,6,33,746
2021-02-20,736,4,14,754,721,10,34,765
2021-02-21,814,5,23,842,825,24,36,885
2021-02-22,296,6,19,321,564,12,31,607
2021-02-23,499,1,7,507,702,18,19,739
2021-02-24,571,1,14,586,480,9,22,511
2021-02-25,418,1,28,447,646,1,82,729
2021-02-26,457,2,19,478,627,8,35,670
2021-02-27,450,5,11,466,637,13,17,667
2021-02-28,807,9,17,833,1061,31,42,1134
2021-03-01,317,3,14,334,790,17,18,825
2021-03-02,350,4,10,364,760,12,30,802
2021-03-03,558,9,33,600,722,2,37,761
2021-03-04,418,2,42,462,675,9,38,722
2021-03-05,465,2,25,492,714,13,26,753
2021-03-06,347,13,7,367,776,43,28,847
2021-03-07,555,5,21,581,725,2,30,757
2021-03-08,149,0,11,160,575,7,20,602
2021-03-09,483,6,15,504,729,10,14,753
2021-03-10,679,2,22,703,854,3,68,925
2021-03-11,346,2,11,359,578,2,16,596
2021-03-12,512,5,20,537,658,16,32,706
2021-03-13,521,8,9,538,713,42,20,775
2021-03-14,522,0,31,553,745,4,32,781
2021-03-15,243,2,19,264,574,4,18,596
2021-03-16,460,0,3,463,844,19,34,897
2021-03-17,494,11,14,519,544,5,30,579
2021-03-18,253,4,18,275,573,10,51,634
2021-03-19,463,5,25,493,546,8,34,588
2021-03-20,444,7,9,460,646,41,19,706
2021-03-21,461,3,13,477,774,13,30,817
2021-03-22,264,2,10,276,447,3,30,480
2021-03-23,385,3,4,392,554,12,17,583
2021-03-24,395,2,22,419,415,6,20,441
2021-03-25,368,1,18,387,607,2,31,640
2021-03-26,476,3,26,505,757,1,27,785
2021-03-27,405,7,15,427,721,38,21,780
2021-03-28,501,2,19,522,803,13,38,854
2021-03-29,152,1,7,160,421,4,9,434
2021-03-30,332,7,5,344,808,8,21,837
2021-03-31,620,5,20,645,571,9,24,604
2021-04-01,304,3,19,326,820,0,25,845
2021-04-02,576,6,36,618,1050,14,41,1105
2021-04-03,289,4,9,302,494,25,7,526
2021-04-04,525,3,22,550,616,6,18,640
2021-04-05,208,4,5,217,722,13,22,757
2021-04-06,357,1,12,370,550,14,21,585
2021-04-07,466,1,12,479,388,2,13,403
2021-04-08,284,6,45,335,804,1,93,898
2021-04-09,647,10,29,686,1190,8,43,1241
2021-04-10,445,10,15,470,754,11,30,795
2021-04-11,467,4,20,491,1135,8,39,1182
2021-04-12,216,5,7,228,694,4,9,707
2021-04-13,354,1,10,365,789,7,40,836
2021-04-14,417,0,12,429,476,3,24,503
2021-04-15,264,4,10,278,695,3,82,780
2021-04-16,533,5,25,563,805,21,39,865
2021-04-17,290,7,11,308,531,12,18,561
2021-04-18,582,2,14,598,928,8,37,973
2021-04-19,133,1,11,145,624,11,16,651
2021-04-20,285,3,12,300,819,8,40,867
2021-04-21,429,3,21,453,425,9,14,448
2021-04-22,418,3,15,436,486,3,30,519
2021-04-23,518,5,32,555,882,14,82,978
2021-04-24,184,4,14,202,495,18,14,527
2021-04-25,565,2,24,591,858,9,25,892
2021-04-26,79,3,13,95,556,6,27,589
2021-04-27,351,3,11,365,688,7,32,727
2021-04-28,462,5,12,479,509,6,22,537
2021-04-29,496,1,18,515,596,3,31,630
2021-04-30,617,1,21,639,1034,5,30,1069
2021-05-01,380,1,5,386,782,3,13,798
2021-05-02,740,5,24,769,1039,8,37,1084
2021-05-03,124,2,11,137,457,3,21,481
2021-05-04,269,2,16,287,829,9,15,853
2021-05-05,534,4,10,548,474,4,18,496
2021-05-06,170,1,9,180,686,2,20,708
2021-05-07,617,4,29,650,883,15,63,961
2021-05-08,336,3,5,344,945,8,12,965
2021-05-09,669,6,73,748,923,9,44,976
2021-05-10,151,0,42,193,679,2,28,709
2021-05-11,280,3,18,301,736,7,31,774
2021-05-12,497,11,22,530,657,6,8,671
2021-05-13,314,2,15,331,734,5,26,765
2021-05-14,684,3,36,723,1043,16,45,1104
2021-05-15,718,7,26,751,1049,10,27,1086
2021-05-16,511,7,22,540,1090,10,66,1166
2021-05-17,245,5,6,256,536,0,68,604
2021-05-18,268,4,18,290,956,15,81,1052
2021-05-19,738,4,19,761,527,9,30,566
2021-05-20,289,3,26,318,797,3,56,856
2021-05-21,758,12,9,779,884,29,26,939
2021-05-22,695,4,5,704,864,11,17,892
2021-05-23,658,6,15,679,890,1,28,919
2021-05-24,365,2,5,372,530,2,21,553
2021-05-25,320,7,2,329,843,7,39,889
2021-05-26,649,4,27,680,610,4,43,657
2021-05-27,143,10,10,163,840,5,80,925
2021-05-28,863,12,19,894,996,24,35,1055
2021-05-29,809,9,13,831,946,27,16,989
2021-05-30,759,8,22,789,1115,9,56,1180
2021-05-31,377,3,4,384,899,4,34,937
2021-06-01,390,9,15,414,1420,18,56,1494
2021-06-02,811,2,19,832,682,10,22,714
2021-06-03,346,9,11,366,1201,22,23,1246
2021-06-04,708,12,8,728,1088,16,31,1135
2021-06-05,808,10,11,829,1015,27,23,1065
2021-06-06,848,129,25,1002,1007,17,31,1055
2021-06-07,371,4,3,378,726,4,18,748
2021-06-08,451,9,4,464,845,16,34,895
2021-06-09,544,13,15,572,594,7,12,613
2021-06-10,471,14,25,510,1246,21,29,1296
